,0
1808,dynamic allocation
1809,dynamic data structure
1810,dynamic html
1811,dynamic link library
1812,dynamic logic
1813,dynamic memory
1814,dynamic programming
1815,dynamic testing
1816,dynamic web page
1817,ean
1818,eaprom
1819,earom
1820,easter egg
1821,ebcdic
1822,ebnf
1823,e-book
1824,e-business
1825,ecb
1826,ecbs
1827,echo
1828,echo check
1829,echoing
1830,echo suppression
1831,ecl
1832,ecma international
1833,ecmascript
1834,e-commerce
1835,edge
1836,edge board
1837,edge card
1838,edge connector
1839,edge detector
1840,edifact
1841,edi
1842,edit
1843,edge-triggered flip-flop
1844,edmonds’ algorithm
1845,editor
1846,edp
1847,eds
1848,edsac
1849,edvac
1850,eeprom
1851,eerom
1852,eft
1853,eftpos
1854,efts
1855,eia
1856,eide
1857,eiffel
1858,effective address
1859,effective computability
1860,effective enumeration
1861,effective procedure
1862,egoless programming
1863,eigenfunctions
1864,eigenvalue problems
1865,eigenvectors
1866,eir
1867,eisa
1868,elapsed time
1869,e-learning
1870,electrographic printer
1871,electroluminescent display
1872,electromagnetic beam deflection
1873,electromagnetic compatibility
1874,electronic
1875,electronic blackboard
1876,electronic data interchange
1877,electronic data processing
1878,electronic filing
1879,electronic funds transfer system
1880,electronic graffiti
1881,electronic learning
1882,electronic mail
1883,electronic organizer
1884,electronic point-of-sale system
1885,electronic publishing
1886,electronic signature
1887,electrophotographic printer
1888,electrosensitive printer
1889,electrostatic beam deflection
1890,electrostatic printer
1891,electrostatic storage device
1892,electrothermal printer
1893,element
1894,"ellison, larry"
1895,else rule
1896,emacs
1897,email
1898,emas
1899,embedded computer
1900,embedded servo
1901,embedding
1902,emc
1903,emi
1904,emittance texture
1905,emitter-coupled logic
1906,e-money
1907,emoticon
1908,empty list
1909,empty medium
1910,empty set
1911,empty string
1912,ems memory
1913,emulation
1914,emulator
1915,enable
1916,enable pulse
1917,encapsulated postscript
1918,encapsulation
1919,encoder
1920,encoding
1921,encryption
1922,end-around-carry
1923,end-around shift
1924,endomorphism
1925,endorder traversal
1926,end-to-end control
1927,end-to-end encryption
1928,energizer
1929,engine
1930,engineering of computer-based systems
1931,enhanced small-device interface
1932,eniac
1933,enterprise modelling
1934,enterprise resource planning
1935,enterprise server
1936,entity
1937,"entity-relationship-attribute diagram, model"
1938,entropy
1939,entry point
1940,entry time
1941,enumeration
1942,enumeration type
1943,environment
1944,environment mapping
1945,eob
1946,eod
1947,eof
1948,eoj
1949,eor
1950,eot
1951,eot marker
1952,epimorphism
1953,epistemology
1954,epld
1955,epoch
1956,epos
1957,eppt
1958,eps
1959,epsf
1960,epsi
1961,eprom
1962,equation
1963,equational logic
1964,equational specification
1965,equational term rewriting system
1966,equipotent
1967,equivalence
1968,equivalence class
1969,equivalence gate
1970,erasable programmable logic device
1971,equivalence relation
1972,equivalent binary digits
1973,equivalent trees
1974,era diagram
1975,era model
1976,erasable prom
1977,erase head
1978,eraser
1979,erasure channel
1980,ergodic source
1981,ergonomics
1982,erlang
1983,erp
1984,error
1985,error analysis
1986,error bound
1987,error burst
1988,error control
1989,error-correcting code
1990,error correction
1991,error-detecting code
1992,error detection
1993,error diagnostics
1994,error estimate
1995,error handling
1996,error-indicating recording
1997,error management
1998,error message
1999,error propagation
2000,error rate
2001,error recovery
2002,error routine
2003,error seeding
2004,escape character
2005,escape sequence
2006,escrow
2007,esd
2008,esdi
2009,esf coating
2010,esprit
2011,essi
2012,etb
2013,ether
2014,ethernet
2015,ethernet card
2016,e-ticket
2017,etx/ack
2018,euclidean norm
2019,euclid’s algorithm
2020,eudora
2021,eui-48
2022,eui-64
2023,euler cycle
2024,euler operators
2025,euler’s formula
2026,euler’s method
2027,eureka
2028,even parity
2029,event-driven
2030,event input
2031,european article numbering code
2032,evaluation function
2033,event tree analysis
2034,evolutionary programming
2035,exa-
2036,exbi-
2037,excel
2038,exception
2039,exception handling
2040,excess-3 code
2041,excess factor
2042,excess-n notation
2043,exchangeable disk store
2044,exchange selection
2045,exclusive-nor gate
2046,exclusive-or gate
2047,exclusive-or operation
2048,executables
2049,execute
2050,execute phase
2051,execute step
2052,execution states
2053,execution time
2054,executive program
2055,executive state
2056,exerciser
2057,exhaustive search
2058,existential quantifier
2059,exit point
2060,exnor gate
2061,exor gate
2062,expanded memory
2063,expansion
2064,expansion card
2065,expansion slot
2066,expectation
2067,experimental design
2068,expert systems
2069,explicit address
2070,exploratory data analysis
2071,exponent
2072,exponentially bounded algorithm
2073,exponential waveform
2074,exponentiation
2075,exposed terminal problem
2076,export list
2077,expresscard
2078,expression
2079,expression of requirements
2080,extended addressing
2081,extended ascii
2082,extended bnf
2083,extended memory
2084,extended precision
2085,extensibility
2086,extensible addressing
2087,extensible language
2088,extensible stylesheet language
2089,extension
2090,extension field
2091,exterior gateway protocol
2092,external device
2093,external fragmentation
2094,external interrupt
2095,external node
2096,external path length
2097,external schema
2098,external sorting
2099,external storage
2100,extranet
2101,extrapolation
2102,extrapolation method
2103,extrinsic semiconductor
2104,facebook
2105,facet
2106,facial animation
2107,facilities management
2108,facsimile
2109,factorable code
2110,factor analysis
2111,factorial designs
2112,fagan inspection
2113,fadec
2114,fail-safe
2115,fail-soft
2116,failure
2117,failure modes
2118,failure rate
2119,failure recovery
2120,fairness
2121,fair surface design
2122,fallback
2123,false position method
2124,fan-in
2125,fano coding
2126,fano decoding
2127,fan-out
2128,faq
2129,farm
2130,fast
2131,fast ethernet
2132,fast fourier transform
2133,fat
2134,fault
2135,father file
2136,fault detection
2137,fault diagnosis
2138,fault-tolerant system
2139,fault tree analysis
2140,fax
2141,fax card
2142,fcc
2143,fddi
2144,f distribution
2145,fdm
2146,feasibility study
2147,feature detection
2148,feature modelling
2149,feed
2150,feedback
2151,feedback queue
2152,feedback register
2153,feed-forward register
2154,feistel cipher
2155,ferranti mark i
2156,ferroelectric display
2157,ferrite
2158,fet
2159,fibre distributed data interface
2160,fetch-execute cycle
2161,fetch protect
2162,ff
2163,fft
2164,fibre channel
2165,fibre optics
2166,fibonacci search
2167,fibonacci series
2168,fiche
2169,field
2170,field bus
2171,fifo
2172,file
2173,fifth generation
2174,file activity
2175,file allocation table
2176,file descriptor
2177,file directory
2178,field-effect transistor
2179,field-programmable devices
2180,file management system
2181,file editing
2182,file extension
2183,file format
2184,file integrity
2185,file locking
2186,file maintenance
2187,file management
2188,file manager
2189,file mark
2190,file name
2191,file organization
2192,file protection
2193,file recovery
2194,file server
2195,file system
2196,file transfer
2197,file transfer protocol
2198,file updating
2199,fill area primitive
2200,fill character
2201,filling
2202,film scanner
2203,filter
2204,filtering
2205,filtering bridge
2206,find
2207,find and change
2208,finite automaton
2209,finite-difference method
2210,finite-element analysis
2211,finite-element method
2212,finite field
2213,finite-length arithmetic
2214,finite-model theory
2215,finite sequence
2216,finite set
2217,finite-state automaton
2218,fips
2219,fire codes
2220,firefox
2221,firewall
2222,firewire
2223,firing rule
2224,firmware
2225,first
2226,first-class type
2227,first fit
2228,first generation
2229,first in first out
2230,first normal form
2231,first-order logic
2232,first-order term
2233,fixed-base system
2234,fixed disk drive
2235,fixed head
2236,fixed-length arithmetic
2237,fixed-length code
2238,fixed point
2239,fixed-point notation
2240,fixed-point theorem
2241,fixed-radix system
2242,fixed space
2243,fixed word length computer
2244,flag
2245,flame
2246,flash memory
2247,flat addressing
2248,flatbed plotter
2249,flatbed scanner
2250,flat file model
2251,flat pack
2252,flat-panel display
2253,flat screen
2254,flexible array
2255,flexible disk cartridge
2256,flexible manufacturing system
2257,flexible pcb
2258,flicker
2259,flip-flop
2260,float
2261,floating-point notation
2262,floating-point operation
2263,flood-fill
2264,floor
2265,flop
2266,floppy disk
2267,floppy-disk drive
2268,flops
2269,floptical disk
2270,flowchart
2271,flow control
2272,floyd method
2273,fluid logic
2274,flynn’s classification
2275,fm
2276,fmeca
2277,fms
2278,fmv
2279,folding
2280,font
2281,font cartridge
2282,footprint
2283,foreground processing
2284,foreign key
2285,forest
2286,for loop
2287,form
2288,formal language
2289,formal language theory
2290,formal logic
2291,formal method
2292,formal parameter
2293,formal specification
2294,formal system
2295,formal verification
2296,formant
2297,format
2298,format string bug
2299,formatter
2300,form factor
2301,form feed
2302,form letter
2303,form overlay
2304,form stop
2305,forth
2306,fortran
2307,forum
2308,forward bias
2309,forward chaining
2310,forward error correction
2311,forward error recovery
2312,forward pruning
2313,fourier analysis
2314,fourier descriptors
2315,fourier series
2316,fourier transform
2317,four russians algorithm
2318,fourth generation
2319,fourth-generation language
2320,fp
2321,fpa
2322,fpga
2323,fpla
2324,fqdn
2325,fractal
2326,fractal image compression
2327,fraction
2328,fractional-level zooming
2329,fractional part
2330,fractional replication
2331,fragmentation
2332,frame
2333,frame buffer
2334,frame grabber
2335,frame relay
2336,frames
2337,framework
2338,frameless rendering
2339,framework programme
2340,"framework programmes, i–vii"
2341,franzlisp
2342,fredholm integral equation
2343,freedom of information
2344,free list
2345,free monoid
2346,free occurrence
2347,free semigroup
2348,free software foundation
2349,free-space list
2350,free text retrieval
2351,free variable
2352,freeware
2353,freeze-frame
2354,frequency
2355,frequency distribution
2356,frequency divider
2357,frequency division multiplexing
2358,frequency domain
2359,frequency function
2360,frequency modulation
2361,frequency shift keying
2362,fresnel factor
2363,friction drive
2364,front end
2365,front-end processor
2366,fsa
2367,fsf
2368,fsk
2369,ftam
2370,ftfl code
2371,ftp
2372,ftvl code
2373,fujitsu
2374,full adder
2375,full backup
2376,full custom
2377,full duplex
2378,full-motion video
2379,full subtractor
2380,full text retrieval
2381,full tree
2382,function
2383,functional cohesion
2384,functional dependency
2385,functional design
2386,functional languages
2387,functional partitioning
2388,functional specification
2389,functional testing
2390,functional unit
2391,function key
2392,function point analysis
2393,galerkin’s method
2394,gallium arsenide devices
2395,functor
2396,fuser
2397,fusible link
2398,fuzzy control
2399,fuzzy logic
2400,fyi
2401,g
2402,galois field
2403,games console
2404,games port
2405,game theory
2406,game tree
2407,gane–sarson
2408,gantt chart
2409,gap theorem
2410,garbage
2411,garbage collection
2412,garbage in garbage out
2413,gate
2414,gate array
2415,"gates, bill"
2416,gateway
2417,gather write
2418,gaussian distribution
2419,gaussian elimination
2420,gaussian noise
2421,gaussian quadrature
2422,gbs method
2423,gb
2424,gbps
2425,gbyte
2426,gcd
2427,gcr
2428,gdi
2429,geek
2430,gender bender
2431,generalized additive models
2432,generalized church–turing thesis
2433,generalized linear model
2434,generalized sequential machine
2435,general-purpose computer
2436,general-purpose interface bus
2437,general recursive function
2438,generating polynomial
2439,generations
2440,generative grammar
2441,generator
2442,generator matrix
2443,generic
2444,generic compaction
2445,generics
2446,genetic algorithm
2447,genetic programming
2448,geodesic
2449,geodesic curves
2450,geographic information system
2451,geometric modeller
2452,gesture
2453,gigabit ethernet
2454,gilbert–varshamov bound
2455,gflops
2456,gibi-
2457,gif
2458,giga-
2459,gigo
2460,gino–f
2461,gis
2462,git
2463,gks
2464,glass-box testing
2465,glass teletype
2466,glitch
2467,global
2468,global discretization error
2469,global illumination
2470,global optimization
2471,glossy reflection
2472,glyph
2473,gnu
2474,goal-directed processing
2475,gödel numbering
2476,gödel’s incompleteness theorems
2477,golay codes
2478,golden section search
2479,gold master
2480,good–de bruijn diagram
2481,goodness-of-fit test
2482,google
2483,gopher
2484,gopher
2485,gp
2486,gpib
2487,gpu
2488,goppa codes
2489,goto statement
2490,gouraud shading
2491,graceful degradation
2492,graded index fibre
2493,gragg’s extrapolation method
2494,grammar
2495,grandfather file
2496,granularity
2497,graph
2498,graphical device interface
2499,graphical kernel system
2500,graphical user interface
2501,graphic characters
2502,graphics
2503,graphics adapter
2504,graphics image format
2505,graphics mode
2506,graphics primitive
2507,graphics processing unit
2508,graphics program
2509,graphics tablet
2510,graphics workstation
2511,graph plotter
2512,graph rewrite system
2513,gravity field
2514,gray code
2515,greatest common divisor
2516,greatest lower bound
2517,greedy method
2518,greeking
2519,green book
2520,greibach normal form
2521,grey importer
2522,grey-level array
2523,grey-level image
2524,greyscale
2525,grid
2526,grosch’s law
2527,ground term
2528,group
2529,group code
2530,group graph
2531,group mark
2532,groupware
2533,gsm mapping
2534,guest
2535,group code recording
2536,grzegorczyk hierarchy
2537,gui
2538,gulp
2539,h2020
2540,hacker
2541,hacking
2542,hadamard codes
2543,hadamard matrices
2544,half-adder
2545,half duplex
2546,half-height factor
2547,halfplane
2548,half subtractor
2549,halfsurface
2550,halftone
2551,half word
2552,halt
2553,halting problem
2554,hamiltonian cycle
2555,hamming bound
2556,hamming codes
2557,hamming distance
2558,hamming metric
2559,hamming radius
2560,hamming space
2561,hamming sphere
2562,hamming weight
2563,hand-held computer
2564,handle
2565,handshake
2566,hands off
2567,hands on
2568,hang-up
2569,hanoi
2570,haptics
2571,hard copy
2572,hard disk
2573,hard return
2574,hard-sectored disk
2575,hardware
2576,hardware character generation
2577,hardware circuitry
2578,hardware description
2579,hardware maintenance
2580,hardware reliability
2581,hardware security
2582,hardwired
2583,harvard mark i
2584,hash function
2585,hashing
2586,hashing algorithm
2587,hash p complete
2588,hash search
2589,hash table
2590,hash total
2591,hash value
2592,haskell
2593,hatley–pirbhai
2594,hayes command set
2595,hayes-compatible
2596,hazard and operability study
2597,hazard
2598,hazop
2599,hci
2600,hd
2601,hdd
2602,hd dvd
2603,hdlc
2604,hdtv
2605,head
2606,head crash
2607,headend
2608,header
2609,head-mounted display
2610,head-per-track drive
2611,height-balanced
2612,heap
2613,heapsort
2614,height
2615,helical scan
2616,help desk
2617,help system
2618,hemi cube
2619,he model
2620,hermite interpolation
2621,hertz
2622,heuristic
2623,heuristic search
2624,hewlett-packard
2625,hex
2626,hexadecimal notation
2627,hex pad
2628,hibernate
2629,hidden file
2630,hidden-line/hidden-surface removal
2631,hidden-line removal
2632,hidden-surface removal
2633,hidden terminal problem
2634,hierarchical addressing
2635,hierarchical b-splines
2636,hierarchical class structure
2637,hierarchical cluster analysis
2638,hierarchical communication system
2639,hierarchical database system
2640,hierarchical data model
2641,hierarchical encoding
2642,hierarchical memory structure
2643,hierarchical radiosity
2644,hierarchy
2645,hierarchy of functions
2646,high-definition dvd
2647,higher-order term
2648,high-level design
2649,high-level language
2650,high-level scheduler
2651,highlight
2652,highlighting
2653,high-order language
2654,high-pass filter
2655,highway
2656,hill climbing
2657,hi res
2658,histogram
2659,hit rate
2660,hlhsr
2661,high performance file system
2662,high sierra standard
2663,hls colour model
2664,hmd
2665,hmi
2666,hoare logic
2667,hol
2668,hold time
2669,"hollerith, herman"
2670,hollerith code
2671,holographic memory
2672,holographic scanner
2673,home key
2674,home page
2675,homogeneous coordinates
2676,homomorphic image
2677,homomorphism
2678,hood
2679,hook into
2680,hop
2681,hope
2682,horizon 2020
2683,horizon effect
2684,horizontal check
2685,horizontal microinstruction
2686,horizontal recording
2687,horn clause
2688,horner’s method
2689,host computer
2690,hosting
2691,host language
2692,hot key
2693,hot link
2694,hotspot
2695,hot swapping
2696,housekeeping
2697,hpf
2698,hpfs
2699,hp-pa
2700,hsi
2701,html
2702,http
2703,hub
2704,hsv colour model
2705,hub polling
2706,hue
2707,huffman encoding
2708,human-computer interface
2709,hybrid computer
2710,hybrid integrated circuit
2711,hypertext mark-up language
2712,hypertext transfer protocol
2713,hypervisor
2714,hypercube
2715,hyperedge
2716,hypergraph
2717,hyperlink
2718,hypermedia
2719,hypertext
2720,ia5
2721,iab
2722,iana
2723,iap
2724,ias
2725,ias computer
2726,ibm-compatible
2727,ibm system 360
2728,ibg
2729,ibm
2730,icann
2731,ic
2732,i2c
2733,icc
2734,icl
2735,icon
2736,icon
2737,icr
2738,ict
2739,ide
2740,idef
2741,idempotent law
2742,identification
2743,identifier
2744,identity burst
2745,identity element
2746,identity function
2747,identity matrix
2748,idle time
2749,ieee1394
2750,if and only if statement
2751,if then else statement
2752,ignore character
2753,ill-conditioned
2754,idms
2755,idp
2756,iec
2757,ieee
2758,iesg
2759,ietf
2760,ife
2761,iff
2762,ifip
2763,ifs
2764,igbt
2765,iges
2766,ih
2767,ilink
2768,illegal character
2769,illegal instruction
2770,illiac iv
2771,illumination
2772,ima
2773,imac
2774,image
2775,image capture
2776,image compression
2777,image display
2778,image file format
2779,image grabber
2780,image management system
2781,image map
2782,image processing
2783,image tearing
2784,image understanding
2785,image warping
2786,imap
2787,immediate access store
2788,immediate addressing
2789,immunization
2790,impact printer
2791,imperative languages
2792,implementation
2793,implicant
2794,implicit surface
2795,implied addressing
2796,import list
2797,imprecision
2798,impulse noise
2799,ims
2800,inactive
2801,incidence matrix
2802,inclusive-or gate
2803,inclusive-or operation
2804,incomplete knowledge-based system
2805,incompleteness theorems
2806,inconsistent
2807,increment
2808,incremental backup
2809,incremental compaction
2810,incremental compiler
2811,incremental dump
2812,incremental learning
2813,indeterminate system
2814,indegree
2815,index
2816,indexed addressing
2817,indexed file
2818,indexed sequential file
2819,index register
2820,indicator
2821,indirect addressing
2822,individual attributes
2823,induction
2824,industrial robotics
2825,inequality
2826,inference
2827,inference engine
2828,infinite resolution
2829,infix notation
2830,industry standard architecture
2831,information and communications technology
2832,influence
2833,informatics
2834,information
2835,information management system
2836,information destination
2837,information engineering
2838,information hiding
2839,information leak
2840,information processing
2841,information retrieval
2842,information science
2843,information sciences
2844,information source
2845,information storage and retrieval
2846,information structure
2847,information superhighway
2848,information system
2849,information systems
2850,information technology
2851,information theory
2852,informix
2853,infrared interface
2854,ingres
2855,inherent addressing
2856,infrastructure-based architecture
2857,inherently ambiguous language
2858,initial-value problem
2859,inheritance
2860,inhibit
2861,initial algebra
2862,initialization
2863,injection
2864,inkjet printer
2865,in-line function
2866,inner code
2867,inoculation
2868,inorder traversal
2869,input
2870,input area
2871,input device
2872,input-limited process
2873,input/output
2874,insert
2875,install
2876,instance
2877,instantiation
2878,instruction
2879,instantaneously decodable
2880,instruction counter
2881,instruction cycle
2882,instruction format
2883,instruction register
2884,instruction repertoire
2885,instruction sequencing
2886,instruction set
2887,instruction stream
2888,instrument
2889,integer
2890,integer programming
2891,integer type
2892,integral domain
2893,integral equation
2894,integrated circuit
2895,integrated data processing
2896,integrated device electronics
2897,integrated modular avionics
2898,integrated office system
2899,integrated services digital network
2900,integrated systems factory
2901,integration testing
2902,integrity
2903,integrity level
2904,integro-differential equation
2905,intel
2906,intellect
2907,intel high definition audio
2908,intellectual property
2909,intelligent front end
2910,intelligent network
2911,intelligent terminal
2912,intensity
2913,interaction
2914,interactive
2915,interactive development environment
2916,interactive graphics
2917,interblock gap
2918,interface
2919,interior node
2920,interior path length
2921,interlacing
2922,interlock
2923,intermediate code
2924,intermediate storage
2925,internal fragmentation
2926,internal schema
2927,internal sorting
2928,internet
2929,internet access provider
2930,internet address
2931,the anatomy of an internet address
2932,internet architecture board
2933,internet café
2934,internet engineering steering group
2935,internet engineering task force
2936,internet explorer
2937,internet message access protocol
2938,internet protocol
2939,internet protocol security
2940,internet service provider
2941,interpretive language
2942,interprocess communication
2943,interquartile range
2944,internet society
2945,internetworking
2946,interoperability
2947,interpolation
2948,interpretation
2949,interpreter
2950,interrogation
2951,interrupt
2952,interrupt-driven
2953,interrupt handler
2954,interrupt i/o
2955,interrupt mask
2956,interrupt priority
2957,interrupt service routine
2958,interrupt vector
2959,intersection
2960,intersegment linking
2961,interval analysis
2962,interval timer
2963,intranet
2964,intrinsic semiconductor
2965,invariant
2966,inverse
2967,inverse homomorphic image
2968,inverse matrix
2969,inverse power method
2970,inverse video
2971,inverted file
2972,inverter
2973,invertible matrix
2974,involution operation
2975,i/o
2976,i/o buffering
2977,i/o bus
2978,ionographic printer
2979,i/o channel
2980,i/o control
2981,i/o device
2982,i/o file
2983,i/o instruction
2984,i/o-limited
2985,i/o mapping
2986,iop
2987,i/o port
2988,i/o processor
2989,i/o register
2990,i/o supervisor
2991,i/o switching
2992,ios
2993,ip
2994,ipad
2995,ip address
2996,ipc
2997,ip core
2998,iphone
2999,ipl
3000,ipo
3001,ipod
3002,ipsec
3003,ipv4
3004,ipv6
3005,irda
3006,irq
3007,is
3008,isa
3009,isam
3010,isdn
3011,isf
3012,iso
3013,iso-7
3014,irradiance
3015,irradiance gradient
3016,irrecoverable error
3017,irreducible polynomial
3018,irreflexive relation
3019,irreversible encryption
3020,iso/osi reference model
3021,isoc
3022,isolation
3023,isoline
3024,isolux curves
3025,isomorphism
3026,isosurface
3027,isp
3028,isr
3029,it
3030,ita-5
3031,itanium
3032,iterated function system
3033,iterated map
3034,iteration
3035,iterative deepening
3036,iterative improvement
3037,iterative methods
3038,itron
3039,itsec
3040,itu
3041,itu-t
3042,jackknife
3043,jackson method
3044,janet
3045,jarrot’s method
3046,java
3047,javabean
3048,java development kit
3049,javascript
3050,javaserver pages
3051,java virtual machine
3052,jcl
3053,jdk
3054,jewel box
3055,jit compiler
3056,jk flip-flop
3057,jitter
3058,job
3059,job file
3060,job mix
3061,job-control language
3062,job monitoring
3063,"jobs, steve"
3064,job scheduling
3065,job step
3066,job stream
3067,johnson counter
3068,join operator
3069,josephson junction
3070,josephson technology
3071,journal tape
3072,jovial
3073,joystick
3074,jpeg
3075,jsd
3076,jsp
3077,jtmp
3078,jukebox
3079,jump
3080,junction
3081,justify
3082,jump instruction
3083,just-in-time compiler
3084,kalman filter
3085,kamarkar’s method
3086,karnaugh map
3087,jvm
3088,k
3089,kads
3090,kb
3091,kbps
3092,kbs
3093,kbyte
3094,k-complexity
3095,k-connectivity
3096,kdc
3097,kdd
3098,kerberos
3099,kermit
3100,kernel
3101,kernel field
3102,kerning
3103,key
3104,keyword parameter
3105,keyboard
3106,keyboard encoder
3107,key frame
3108,keypad
3109,keypunch
3110,keyring drive
3111,key sorting
3112,keyword
3113,"kildall, gary"
3114,kill file
3115,kilo-
3116,kilostream
3117,klatt synthesizer
3118,kleene closure
3119,kleene-plus
3120,kleene star
3121,kleene’s theorem
3122,k lookahead
3123,kludge
3124,kmp algorithm
3125,knapsack problem
3126,knot
3127,knowledge
3128,knowledge acquisition
3129,knowledge base
3130,knowledge-based system
3131,knowledge discovery in databases
3132,knowledge elicitation
3133,knowledge engineering
3134,knowledge engineering toolkits
3135,knowledge representation
3136,"knuth, donald e."
3137,knuth–bendix algorithm
3138,knuth–morris–pratt algorithm
3139,kolmogorov complexity
3140,königsberg bridges problem
3141,kraft’s inequality
3142,kriging
3143,kronrod’s algorithm
3144,kruskal’s algorithm
3145,label
3146,lambda calculus
3147,lambda expression
3148,lambda notation
3149,lambert’s law
3150,lamp
3151,lan
3152,landscape
3153,language
3154,language concatenation
3155,language construct
3156,lap
3157,laplacian operator
3158,laptop computer
3159,large-scale integration
3160,laser
3161,laserdisk
3162,laser printer
3163,last in first out
3164,latch
3165,latch-up
3166,latency
3167,latex
3168,latin alphabet
3169,lazy evaluation
3170,lattice
3171,layer
3172,lba
3173,lca
3174,lcc
3175,lcd
3176,lcm
3177,lcsaj
3178,ldap
3179,leader
3180,leading
3181,ldu decomposition
3182,leading edge
3183,leadless chip carrier
3184,leaf
3185,leaf node
3186,learning
3187,leased line
3188,least common multiple
3189,least fixed point
3190,least privilege
3191,least significant character
3192,"least squares, method of"
3193,least squares approximation
3194,least upper bound
3195,led display
3196,lee distance
3197,left-linear grammar
3198,left shift
3199,left subtree
3200,left-to-right precedence
3201,legacy applications
3202,legacy networks
3203,legged robots
3204,"leibniz, gottfried wilhelm"
3205,lempel–ziv compaction
3206,lempel–ziv–welch compaction
3207,length
3208,length-increasing grammar
3209,lenovo group ltd
3210,letter distribution
3211,letter-equivalent languages
3212,leo
3213,letter
3214,level
3215,lex
3216,leverage point
3217,lexical analyser
3218,lexicographic order
3219,lexicographic sort
3220,liang–barsky clipping
3221,lf
3222,library
3223,life cycle
3224,lifo
3225,light-emitting diode
3226,lighting model
3227,light intensity
3228,lightning
3229,light pen
3230,lightweight directory access protocol
3231,likelihood
3232,limited license
3233,linda
3234,lindenmeyer system
3235,linear algebraic equations
3236,linear array
3237,linear-bounded automaton
3238,linear channel
3239,linear codes
3240,linear grammar
3241,linear independence
3242,linear list
3243,linear logic
3244,linearly dependent
3245,linear multistep methods
3246,linear predictor
3247,linear programming
3248,linear recurrence
3249,linear regression model
3250,linear structure
3251,link access procedure
3252,line feed
3253,line finder
3254,line printer
3255,line protocol
3256,line switching
3257,link
3258,linkage
3259,linkage editor
3260,linkedin
3261,link editor
3262,linked list
3263,link encryption
3264,link layer
3265,link library
3266,link loader
3267,link testing
3268,linux
3269,liquid-crystal display
3270,lisp
3271,list
3272,list box
3273,listing
3274,list insertion sort
3275,list processing
3276,list sorting
3277,list structure
3278,literal
3279,literate programming
3280,little-endian
3281,liveness
3282,ll parsing
3283,loader
3284,local
3285,local area network
3286,local bus
3287,local bus architecture
3288,local device
3289,local discretization error
3290,local-echo mode
3291,local error
3292,local illumination
3293,locks and keys
3294,logarithmic search algorithm
3295,localization
3296,local loop
3297,local optimization
3298,location
3299,location operator
3300,locator
3301,lock
3302,lockout
3303,lofting
3304,log file
3305,logic
3306,logical
3307,logical cohesion
3308,logical connective
3309,logical encoding
3310,logical expression
3311,logical formulas
3312,logical input device
3313,logical operator
3314,logical record
3315,logical schema
3316,logical shift
3317,logical type
3318,logical value
3319,logic analyser
3320,logic bomb
3321,logic card
3322,logic cell array
3323,logic circuit
3324,logic design
3325,logic device
3326,logic diagram
3327,logic element
3328,logic family
3329,logic function
3330,logic gate
3331,logic instruction
3332,logic languages
3333,logic level
3334,logic operation
3335,logic programming languages
3336,logic operator
3337,logic probe
3338,logic state
3339,logic symbols
3340,logistic function
3341,login
3342,logit
3343,logo
3344,logoff
3345,logon
3346,logout
3347,long filename
3348,lookahead
3349,lookahead unit
3350,lookup table
3351,loop
3352,loop invariant
3353,lossless coding
3354,lossless compression
3355,longitudinal redundancy check
3356,lossy coding
3357,lossy compression
3358,lotus 1–2–3
3359,lower bound
3360,low-level language
3361,low-level scheduler
3362,low-pass filter
3363,lpm
3364,lpt port
3365,lr parsing
3366,l-system
3367,lu decomposition
3368,luminance
3369,lq
3370,lrc
3371,lrm
3372,lsd
3373,lsi
3374,lurker
3375,lycos
3376,lzw
3377,m
3378,mac
3379,mac
3380,mac-48
3381,mac address
3382,mach bands
3383,machine
3384,machine address
3385,machine code
3386,machine equivalence
3387,machine-independent
3388,machine intelligence
3389,machine language
3390,machine learning
3391,machine simulation
3392,machine translation
3393,machine word
3394,macintosh
3395,mac layer
3396,maclisp
3397,macro
3398,magnetic bubble memory
3399,macroassembler
3400,macrogenerator
3401,macroinstruction
3402,macroprocessor
3403,macro virus
3404,magnetic card
3405,magnetic cell
3406,magnetic disk
3407,magnetic drum
3408,magnetic encoding
3409,magnetic head
3410,magnetic media
3411,magnetic stripe
3412,magnetic tape
3413,magnetic tape cartridge
3414,magnetic tape unit
3415,magnetographic printer
3416,magneto-optic storage
3417,magnetostrictive tablet
3418,magnetic-ink character recognition
3419,mag tape
3420,mail
3421,mailbox
3422,mailmerge
3423,mailshot
3424,mail user agent
3425,mainframe
3426,main memory
3427,main program
3428,main store
3429,maintenance
3430,majority element
3431,make
3432,malfunction
3433,malware
3434,man
3435,managed data network service
3436,managed device
3437,management information system
3438,manager
3439,manchester mark i
3440,mandatory access control
3441,manet
3442,man-machine interface
3443,mann whitney u-test
3444,mantissa
3445,many-sorted algebra
3446,many-sorted predicate calculus
3447,many-sorted signature
3448,map
3449,map
3450,mapi
3451,map method
3452,mapping
3453,marching cubes
3454,marching tetrahedra
3455,marginal check
3456,mark
3457,marker
3458,markov chain
3459,markov source
3460,mark reading
3461,mask-programmable device
3462,mark-space ratio
3463,mark-up language
3464,marriage problem
3465,masking
3466,masquerade
3467,massively parallel
3468,mass storage
3469,master
3470,master file
3471,mastering
3472,master record
3473,master–slave flip-flop
3474,master–slave system
3475,master tape
3476,matching
3477,mathematical programming
3478,matrix
